"","Cites","Authors","Title","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","Type","DOI","ISSN","CitationURL","Volume","Issue","StartPage","EndPage","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","Abstract","FullTextURL","RelatedURL","source_dataset","title_lower","unique_id"
"11",64,"TN Maraseni, N Bhattarai, BS Karky, T Cadman…","An assessment of governance quality for community-based forest management systems in Asia: Prioritisation of governance indicators at various scales",2019,"Land Use Policy","Elsevier","https://www.sciencedirect.com/science/article/pii/S026483771831038X","https://scholar.google.com/scholar?cites=7008743521898070280&as_sdt=2005&sciodt=0,5&hl=en",827,NA,NA,NA,NA,NA,NA,NA,NA,64,10.67,13,5,6,"… Further, regarding the prioritisation of different indicators, Myanmar gave highest priority to “inclusiveness” at the local level but “democracy” at the national level. The reasons for the …","https://www.academia.edu/download/78962181/10.1016_j.landusepol.2018.11.044.pdf","https://scholar.google.com/scholar?q=related:CAGOaBkPRGEJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","an assessment of governance quality for community-based forest management systems in asia: prioritisation of governance indicators at various scales","paper_98"
"12",131,"A. Hahmann","RCCM2-BATS model over tropical South America: Applications to tropical deforestation",1997,"Journal of Climate",NA,"https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0031211560&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0031211560&origin=inward",2,"Article","10.1175/1520-0442(1997)010<1944:RBMOTS>2.0.CO;2","0894-8755","https://api.elsevier.com/content/abstract/scopus_id/0031211560",10,"8",1944,"1964",131,4.68,131,1,28,NA,NA,NA,"scopus","rccm2-bats model over tropical south america: applications to tropical deforestation","paper_1127"
"13",341,"JS Dryzek, H Stevenson","Global democracy and earth system governance",2011,"Ecological economics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0921800911000498","https://scholar.google.com/scholar?cites=9768454536370943527&as_sdt=2005&sciodt=0,5&hl=en",743,NA,NA,NA,NA,NA,NA,NA,NA,341,24.36,171,2,14,"… While electoral democracy as practised in states provides no model for global democracy, … the elements that a well functioning ecological democracy ought to strive for. We capture …","https://www.academia.edu/download/100025830/j.ecolecon.2011.01.02120230319-1-jrcein.pdf","https://scholar.google.com/scholar?q=related:J3bxNKWFkIcJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","global democracy and earth system governance","paper_726"
"14",76,"L Arizpe, F Paz, M Veláquez","Culture and global change: social perceptions of deforestation in the Lacandona rain forest in Mexico",1996,NA,"books.google.com","https://books.google.com/books?hl=en&lr=&id=9Tl0cFi_I18C&oi=fnd&pg=PA1&dq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&ots=Z7w3rzZGP_&sig=L5nJM93OTMPtoOptJFeDz1XQ7RQ","https://scholar.google.com/scholar?cites=16690446160587722069&as_sdt=2005&sciodt=0,5&hl=en",476,"BOOK",NA,NA,NA,NA,NA,NA,NA,76,2.62,25,3,29,"Never before in history have humans had such power over the environment as we have today, and never before have we been so close to the end of nature. With the destruction of the …",NA,"https://scholar.google.com/scholar?q=related:VQ2dcFpgoOcJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","culture and global change: social perceptions of deforestation in the lacandona rain forest in mexico","paper_326"
"15",483,"EY Arima, P Barreto, E Araújo, B Soares-Filho","Public policies can reduce tropical deforestation: Lessons and challenges from Brazil",2014,"Land use policy","Elsevier","https://www.sciencedirect.com/science/article/pii/S026483771400146X","https://scholar.google.com/scholar?cites=795596537245495716&as_sdt=2005&sciodt=0,5&hl=en",100,NA,NA,NA,NA,NA,NA,NA,NA,483,43.91,121,4,11,"… As the Brazilian federal government transitioned from a military regime to democracy in the … The timing of this awareness was fortuitous given the political transition to democracy and …","https://www.academia.edu/download/45878629/Public_policies_can_reduce_tropical_defo20160523-25983-1ky3cn9.pdf","https://scholar.google.com/scholar?q=related:pHEM29WGCgsJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","public policies can reduce tropical deforestation: lessons and challenges from brazil","paper_1103"
"16",24,"D Pinillos, R Poccard-Chapuis, FJJA Bianchi…","Landholders' perceptions on legal reserves and agricultural intensification: Diversity and implications for forest conservation in the eastern Brazilian Amazon",2021,"Forest Policy and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1389934121001106","https://scholar.google.com/scholar?cites=14974557216003582834&as_sdt=2005&sciodt=0,5&hl=en",631,"HTML",NA,NA,NA,NA,NA,NA,NA,24,6,6,4,4,"… Since Legal Reserves have major implications for forest conservation and agricultural … deforestation through a social “Green Municipality” pact, addressing persisting forest degradation …","https://www.sciencedirect.com/science/article/pii/S1389934121001106","https://scholar.google.com/scholar?q=related:cuunCHNQ0M8J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","landholders' perceptions on legal reserves and agricultural intensification: diversity and implications for forest conservation in the eastern brazilian amazon","paper_884"
"17",0,"Huy, TN; Adjognon, GS; van Soest, D","Combatting forest fires in the drylands of Sub-Saharan Africa: Quasi-experimental evidence from Burkina Faso",2024,"AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS","WILEY","http://dx.doi.org/10.1111/ajae.12464",NA,NA,"Article","10.1111/ajae.12464","0002-9092",NA,106,"5",1684,"1713",NA,NA,NA,NA,NA,"Forest fires are among the main drivers of deforestation and forest degradation in the drylands of Sub-Saharan Africa. We use remote sensing data on forest fires and remaining tree cover to estimate the effectiveness of a project targeted at reducing fire incidences in 12 protected forests in arid Burkina Faso. The project consisted of two components that were implemented in the villages surrounding the target forests: a campaign aimed at raising community awareness about the detrimental effects of forest fires, and a program to support establishing and maintaining forest fire prevention infrastructures. Using the synthetic control method, we find that the project resulted in an overall reduction of 35% in the number of days on which an average forest grid cell was detected to be on fire in the month of the year when fires tend to be most prevalent-November, at the very end of the agricultural season. This impact is, however, short lived (as the reduction only occurred in the November months in the first 4 years of the program), and the overall reduction in forest fire occurrences was not sufficiently large to result in a detectable increase in vegetation cover. We then try to uncover the underlying mechanisms to shed light on which of the project's components were effective to also learn how the program can be improved.",NA,NA,"webofscience","combatting forest fires in the drylands of sub-saharan africa: quasi-experimental evidence from burkina faso","paper_270"
"18",57,"SC Stonich, BR DeWalt","The political ecology of deforestation in Honduras",2006,"… in anthropology: A reader in ecology …","books.google.com","https://books.google.com/books?hl=en&lr=&id=hz0TCgAAQBAJ&oi=fnd&pg=PA284&dq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&ots=fw3kcpQ3H0&sig=xPhTMpmVlfzr8AElUDqvVnq0R_M","https://scholar.google.com/scholar?cites=11048578952559518692&as_sdt=2005&sciodt=0,5&hl=en",162,NA,NA,NA,NA,NA,NA,NA,NA,57,3,29,2,19,"… An examination of the Honduran case indicates that deforestation cannot be understood apart from the … Although deforestation in Honduras has many immediate causes, the roots lie in …","https://crabgrass.riseup.net/assets/356615/Nora+Haenn%2C+Richard+Wilk-The+Environment+in+Anthropology+A+Reader+in+Ecology%2C+Culture%2C+and+Sustainable+Living+%282005%29.pdf#page=295","https://scholar.google.com/scholar?q=related:5OMq_ARwVJkJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","the political ecology of deforestation in honduras","paper_1406"
"19",85,"JC Sturgeon","Border practices, boundaries, and the control of resource access: A case from China, Thailand and Burma",2004,"Development and Change","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-7660.2004.00361.x","https://scholar.google.com/scholar?cites=11452484537047475656&as_sdt=2005&sciodt=0,5&hl=en",897,NA,"10.1111/j.1467-7660.2004.00361.x",NA,NA,NA,NA,NA,NA,85,4.05,85,1,21,"… in the battle between communism and democracy; 3) the concurrent … reforestation and to prevent soil erosion (Zuo, 1997). The plan was to apply market mechanisms to reforestation …","https://www.academia.edu/download/54236122/j.1467-7660.2004.00361.x20170824-25700-1q6e6yv.pdf","https://scholar.google.com/scholar?q=related:yGVeMgJm754J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","border practices, boundaries, and the control of resource access: a case from china, thailand and burma","paper_184"
"20",5,"R. Capone","Environmental implications of global food loss and waste with a glimpse on the Mediterranean region",2020,"International Food Research Journal",NA,"https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85100411993&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85100411993&origin=inward",126,"Article",NA,"1985-4668","https://api.elsevier.com/content/abstract/scopus_id/85100411993",27,"6",988,"1000",5,1,5,1,5,NA,NA,NA,"scopus","environmental implications of global food loss and waste with a glimpse on the mediterranean region","paper_574"
"21",22,"J. Njeru","'Defying' democratization and environmental protection in Kenya: The case of Karura Forest reserve in Nairobi",2010,"Political Geography",NA,"https://api.elsevier.com/content/article/eid/1-s2.0-S0962629810001332","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77956647914&origin=inward",35,"Article","10.1016/j.polgeo.2010.07.003","0962-6298","https://api.elsevier.com/content/abstract/scopus_id/77956647914",29,"6",333,"342",22,1.47,22,1,15,NA,NA,NA,"scopus","'defying' democratization and environmental protection in kenya: the case of karura forest reserve in nairobi","paper_4"
"22",17,"A Morjaria","Electoral competition and deforestation: Evidence from Kenya",2012,"Paper for the World Bank's",NA,NA,"https://scholar.google.com/scholar?cites=8437823195370513196&as_sdt=2005&sciodt=0,5&hl=en",12,"CITATION",NA,NA,NA,NA,NA,NA,NA,17,1.31,17,1,13,NA,NA,"https://scholar.google.com/scholar?q=related:LGOcnX0rGXUJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","electoral competition and deforestation: evidence from kenya","paper_552"
"23",111,"DLA Gaveau, B Locatelli, MA Salim, Husnayaen…","Slowing deforestation in Indonesia follows declining oil palm expansion and lower oil prices",2022,"PloS one","journals.plos.org","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0266178","https://scholar.google.com/scholar?cites=7564737187921928488&as_sdt=2005&sciodt=0,5&hl=en",152,"HTML",NA,NA,NA,NA,NA,NA,NA,111,37,22,5,3,"Much concern about tropical deforestation focuses on oil palm plantations, but their impacts remain poorly quantified. Using nation-wide interpretation of satellite imagery, and sample-…","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0266178","https://scholar.google.com/scholar?q=related:KCFGiWRY-2gJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","slowing deforestation in indonesia follows declining oil palm expansion and lower oil prices","paper_1236"
"24",0,"M Abdullah, MP Mamat, TMT Ibrahim, FNT Hussain…","MEASURING PUBLIC PREFERENCES ON FOREST CONSERVATION: A CHOICE EXPERIMENT APPROACH",NA,"ijafp.org",NA,"https://ijafp.org/wp-content/uploads/2020/11/KLIAFP10_107.pdf",NA,838,"PDF",NA,NA,NA,NA,NA,NA,NA,0,0,0,5,NA,"This paper presents an application of a choice experiment (CE) measuring public preferences towards forest conservation specifically at state of Kelantan. Choice experiment is an …","https://ijafp.org/wp-content/uploads/2020/11/KLIAFP10_107.pdf","https://scholar.google.com/scholar?q=related:HczUE2qygX4J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","measuring public preferences on forest conservation: a choice experiment approach","paper_952"
"25",0,"P. Banerjee","Second circle: Middle majority of the working people: A simple spin wheel model to build alliance and power across the soft ""left and right""",2011,"International Journal of the Humanities",NA,"https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=80055067383&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=80055067383&origin=inward",120,"Conference Paper","10.18848/1447-9508/cgp/v09i02/43123","1447-9508","https://api.elsevier.com/content/abstract/scopus_id/80055067383",9,"2",13,"31",0,0,0,1,14,NA,NA,NA,"scopus","second circle: middle majority of the working people: a simple spin wheel model to build alliance and power across the soft ""left and right""","paper_1219"
"26",15,"JM Shandra, M Restivo, B London","Non-governmental organizations and deforestation: Reconsidering the cross-national evidence",2008,"International review of modern …","JSTOR","https://www.jstor.org/stable/41421661","https://scholar.google.com/scholar?cites=10810579323779462947&as_sdt=2005&sciodt=0,5&hl=en",71,NA,NA,NA,NA,NA,NA,NA,NA,15,0.88,5,3,17,"… Fourth, we find that democracy increases deforestation. The coefficients for political rights and civil liberties are positive and significant in every equation.4 Fifth, we find that rural …",NA,"https://scholar.google.com/scholar?q=related:I7cOOp7kBpYJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","non-governmental organizations and deforestation: reconsidering the cross-national evidence","paper_996"
"27",146,"S. Pincetl","Urban tree planting programs, function or fashion? Los Angeles and urban tree planting campaigns",2013,"GeoJournal",NA,"https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84878617849&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84878617849&origin=inward",7,"Article","10.1007/s10708-012-9446-x","0343-2521","https://api.elsevier.com/content/abstract/scopus_id/84878617849",78,"3",475,"493",146,12.17,146,1,12,NA,NA,NA,"scopus","urban tree planting programs, function or fashion? los angeles and urban tree planting campaigns","paper_1535"
