,unique_id,Cites,Authors,Title,title_lower,abstract,outcome_variable,treatment_variable,exp_methods,theoretical_interest,to_include,Source,inclusion_paloma,inclusion_rens,Publisher,Year,ArticleURL,CitesURL,GSRank,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,FullTextURL,RelatedURL,source_dataset
81,paper_782,64,"RK Larsen, M Osbeck, E Dawkins, H Tuhkanen‚Ä¶","Hybrid governance in agricultural commodity chains: Insights from implementation of 'No Deforestation, No Peat, No Exploitation'(NDPE) policies in the oil palm ‚Ä¶","hybrid governance in agricultural commodity chains: insights from implementation of 'no deforestation, no peat, no exploitation'(ndpe) policies in the oil palm ‚Ä¶","In agricultural commodity chains, companies with sizeable market shares are stepping up sustainability commitments through so-called ëNo Deforestation, No Peat, No Exploitationí (NDPE) policies ñ yet the delivery is fraught with difficulties. Drawing on theories of hybrid public-private governance this paper explores how commodity chain actors themselves view the limitations of private regulation and the prospects for more effective supply-chain governance. As a case study, we present interview data from the palm oil commodity chains linking growers in Riau Province, Sumatra, Indonesia, with retailers in Europe. The findings demonstrate awareness of shortcomings in existing arrangements and the need for a stronger presence of both the Indonesian state and European governments. We discuss potential hybrid governance measures, highlighting the need for a pluralistic strategy that mobilizes the combined positive forces of civil society, business and government(s). We argue that, to advance such an agenda, hybrid governance must be conceptualized not simply as a matter of blending (and hence reifying) pre-existing and often highly problematic private and public institutions but as a question of how all such institutions may themselves be more thoroughly democratized in the process.",0,0,0,0,0,Journal of Cleaner ‚Ä¶,1,0,Elsevier,2018,https://www.sciencedirect.com/science/article/pii/S0959652618304372,"https://scholar.google.com/scholar?cites=2748199146367830833&as_sdt=2005&sciodt=0,5&hl=en",367,NA,NA,NA,NA,NA,NA,NA,NA,64,9.14,13,5,7,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1370420,"https://scholar.google.com/scholar?q=related:MUtJI5CQIyYJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
82,paper_1328,136,"C Pereira, MA Melo‚Ä¶",The corruption-enhancing role of re-election incentives? Counterintuitive evidence from Brazil's audit reports,the corruption-enhancing role of re-election incentives? counterintuitive evidence from brazil's audit reports,"Traditional wisdom on the effect of re-election on incumbent performance is that first-term politicians refrain from rent extraction because they want to be re-elected. The authors find no evidence to support this belief. The corruption-reducing effects of re-election may be offset when the expected utility for rent extraction is very high. This occurs when the likelihood of detecting corruption is very low. Mayors who committed irregularities are less likely to be re-elected when this information is released in the electoral year only. Although citizens hold mayors accountable for bad behavior, they do not do so to the point of discouraging misbehavior.",0,1,1,1,2,Political Research ‚Ä¶,1,0,journals.sagepub.com,2009,https://journals.sagepub.com/doi/abs/10.1177/1065912908320664,"https://scholar.google.com/scholar?cites=14510179643947839844&as_sdt=2005&sciodt=0,5&hl=en",450,NA,10.1177/1065912908320664,NA,NA,NA,NA,NA,NA,136,8.5,45,3,16,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=1510380,"https://scholar.google.com/scholar?q=related:ZHGdCIKDXskJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
83,paper_694,198,D Brockington,"Forests, community conservation, and local government performance: The village forest reserves of Tanzania","forests, community conservation, and local government performance: the village forest reserves of tanzania","Devolved management of natural resources offers a means of advancing democracy, combating poverty, and enhancing conservation. Remarkable successes have been claimed for devolved forest reserve management in Tanzania. However, these successes are discordant with the practices of village government, of which village forest management is part. This article outlines the claims made for village forest reserves and juxtaposes these to detailed accounts of the corrupt and violent practice of village government and to the predatory relationship between village government and the central state and district governments. It reevaluates the success of village forest reserves in light of this evidence and considers the broader implications of the problems of local corruption for calls for community-based conservation.",1,0,0,0,0,Society and Natural Resources,1,1,Taylor &Francis,2007,https://www.tandfonline.com/doi/abs/10.1080/08941920701460366,"https://scholar.google.com/scholar?cites=6358149662794228011&as_sdt=2005&sciodt=0,5&hl=en",859,NA,10.1080/08941920701460366,NA,NA,NA,NA,NA,NA,198,11,198,1,18,"https://scholar.google.com/scholar?output=instlink&q=info:K6Geb26vPFgJ:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025&scillfp=39859133865657103&oi=lle","https://scholar.google.com/scholar?q=related:K6Geb26vPFgJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
84,paper_530,3,D Zhang,Economics of reforestation and afforestation,economics of reforestation and afforestation,"Reforestation is the natural or intentional restocking of existing forests and woodlands that have been harvested or depleted, and afforestation is the establishing of a forest in an area where there were no trees. For economic and practical purposes, reforestation and afforestation have similar goals and processes and thus can be treated as identical activities. Although reforestation and afforestation have a long history, large-scale reforestation and afforestation activities started with industrialization, which caused scarcity in timber and forest-based ecosystem services. In a unified economic model of reforestation and afforestation, factors influencing investments in reforestation and in afforestation on private and public lands include timber prices, unit reforestation cost, interest rate, the responsiveness of tree growth to silviculture, and the value of nontimber benefits, such as ecosystem services. Market and public policies may facilitate, enhance, or hinder reforestation and afforestation activities, and nontimber benefits are an increasingly important motive for reforestation and, especially, afforestation efforts around the world.",1,0,0,0,0,Oxford Research Encyclopedia of Environmental ‚Ä¶,1,1,oxfordre.com,2017,https://oxfordre.com/environmentalscience/display/10.1093/acrefore/9780199389414.001.0001/acrefore-9780199389414-e-473,"https://scholar.google.com/scholar?cites=3597614938628832396&as_sdt=2005&sciodt=0,5&hl=en",693,NA,10.1093/acrefore/9780199389414.001.0001/acrefore-9780199389414-e-473,NA,NA,NA,NA,NA,NA,3,0.38,3,1,8,NA,"https://scholar.google.com/scholar?q=related:jDycx7lL7TEJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
85,paper_1560,17,"Busch, J; Ferretti-Gallon, K","What Drives and Stops Deforestation, Reforestation, and Forest Degradation? An Updated Meta-analysis","what drives and stops deforestation, reforestation, and forest degradation? an updated meta-analysis","This article updates our previous comprehensive meta-analysis of what drives and stops deforestation (Busch and Ferretti-Gallon 2017). By including six additional years of research, this article more than doubles the evidence base to 320 spatially explicit econometric studies published in peer-reviewed academic journals from 1996 to 2019. We find that deforestation is consistently associated with greater accessibility (as influenced by natural features such as slope and elevation and built infrastructure such as roads, cities, and cleared areas) and with higher economic returns (from agriculture, livestock, and timber). Some demographic variables are consistently associated with less deforestation (e.g., Indigenous people, poverty, and age) or more deforestation (e.g., population), and others are not associated with the level of deforestation (e.g., education and gender). Policies that directly influence allowable land-use activities are associated with less deforestation (e.g., protected areas, enforcement of forest laws, payments for ecosystem services, community forest management, and certification of sustainable commodities). But policies and institutions that primarily seek other ends are not consistently associated with more or less deforestation (e.g., democracy, general governance, conflict abatement, and land-tenure security). We introduce reforestation and forest degradation as new dependent variables alongside deforestation. Greater population is consistently associated with more forest degradation, whereas steeper slope, greater distance from cities, and lower population are consistently associated with more reforestation.",1,1,1,1,1,REVIEW OF ENVIRONMENTAL ECONOMICS AND POLICY,1,1,UNIV CHICAGO PRESS,2023,http://dx.doi.org/10.1086/725051,NA,NA,Article,10.1086/725051,1750-6816,NA,17,2,217,250,NA,NA,NA,NA,NA,NA,NA,webofscience
86,paper_34,205,"PC Motel, R Pirard, JL Combes",A methodology to estimate impacts of domestic policies on deforestation: Compensated Successful Efforts for ‚Äúavoided deforestation‚Äù(REDD),a methodology to estimate impacts of domestic policies on deforestation: compensated successful efforts for ‚Äúavoided deforestation‚Äù(redd),"Climate change mitigation would benefit from Reduced Emissions from Deforestation and Degradation (REDD) in developing countries. The REDD mechanism, still in discussion, would be in charge of distilling the right incentives and promoting the right policies for fostering forest conservation. The estimation of reduced emissions induced by the mechanism has been raised as an issue, either for issuing the proper amount of carbon credits or for providing appropriate compensations of foregone revenues and other costs to host countries. This estimation would be based on the gap between observed deforestation and a counterfactual value. Although any prediction of deforestation rates (i.e. business-as-usual scenarios) is challenging, and any negotiated target is subject to obvious political influence, these two ways have been prioritirized so far to determine the counterfactual value. In other words proposals focused on a results-based approach, the relevance of which is questionable because estimations of avoided deforestation are hardly reliable. With this approach, issuance of carbon credits and distribution of financial compensations could threaten respectively environmental integrity of the scheme and equity outcomes. Rather than considering overall deforestation (predicted and observed), we argue that a REDD mechanism would gain from linking distribution of carbon finance to real efforts (opposed to ìresultsî) that developing countries implement for slowing deforestation rates. This would provide strong incentives to design and enforce suitable policies and measures. The methodology we present to measure these efforts (labeled Compensated Successful Efforts) is based on the rationale that overall deforestation is partly due to structural factors, and to domestic policies and measures. This typology differs from others presented in the literature such as proximate/underlying causes, or economic/institutional factors. Using an econometric model, our approach estimates efforts that are (i) independent of structural factors (economic development, population, initial forest area, agricultural export prices), (ii) estimated ex post at the end of the crediting period, and (iii) relative to other countries. In order to illustrate the methodology we apply the model to a panel of 48 countries (Asia, Latin America, Africa) and four periods between 1970 and 2005. We conclude on the feasibility to estimate avoided deforestation using the Compensated Successful Efforts approach. In addition to being conservative from an environmental perspective, this approach tends to guarantee fairness by accounting for dramatic changes during the commitment period. Last, such estimations of avoided deforestation could provide guidance for decisions on further financing of national programs to curb deforestation, as it would help to distinguish between successful and unsuccessful policies.",0,0,0,0,0,Ecological economics,1,0,Elsevier,2009,https://www.sciencedirect.com/science/article/pii/S0921800908002577,"https://scholar.google.com/scholar?cites=15642236303353816266&as_sdt=2005&sciodt=0,5&hl=en",338,NA,NA,NA,NA,NA,NA,NA,NA,205,12.81,68,3,16,https://shs.hal.science/halshs-00556933/document,"https://scholar.google.com/scholar?q=related:yqQfsgpjFNkJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
87,paper_1055,76,"M Di Gregorio, M Brockhaus, T Cronin‚Ä¶",Politics and power in national REDD+ policy processes,politics and power in national redd+ policy processes,Achieving emission reductions through REDD+ requires four preconditions for overcoming politico-economic hurdles: i) the relative autonomy of nation states from key interests that drive deforestation and forest degradation; ii) national ownership over REDD+ policy processes; iii) inclusive REDD+ policy processes; and iv) the presence of coalitions that call for transformational change. Formulating and implementing effective national REDD+ strategies is most challenging in those countries where international actors are the sole force driving REDD+ policy processes. New coalitions capable of breaking up institutional and political pathdependencies will need the participation of state elites and the engagement of business actors to affect the political agenda in a significant way.,0,0,0,0,0,‚Ä¶ and choices. Center ‚Ä¶,0,1,books.google.com,2012,https://books.google.com/books?hl=en&lr=&id=UXx99aBLvFEC&oi=fnd&pg=PA69&dq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&ots=zXOo6ujZZt&sig=XuBq2cLgLABSK09bRw4bDqb-geQ,"https://scholar.google.com/scholar?cites=16338218920215001362&as_sdt=2005&sciodt=0,5&hl=en",555,NA,NA,NA,NA,NA,NA,NA,NA,76,5.85,19,4,13,https://eprints.whiterose.ac.uk/79138/1/DiGregorioChapterAnalysingREDD.pdf,"https://scholar.google.com/scholar?q=related:Ejn7WYsDveIJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
88,paper_491,84,"AO Acheampong, EEO Opoku, J Dzator",Does democracy really improve environmental quality? Empirical contribution to the environmental politics debate,does democracy really improve environmental quality? empirical contribution to the environmental politics debate,"The theoretical debate on democracyóenvironment remains contentious in the environmental politics literature. The existing empirical studies have attempted to explore the effect of democracy on environmental degradation. However, there are limitations in these studies regarding how democracy was measured. Also, the prior empirical studies have been silent on how democracy moderates the effect of economic growth and energy consumption on the environment. In this study, we employed dynamic and static econometric techniques to explore the effect of democracy on the environment using comprehensive data for 46 sub-Saharan African countries (SSA). As institutionalised democracy is a multi-faceted concept, we follow the political science literature to use high-level democracy indices such as electoral, liberal, participatory, deliberative, and egalitarian democracy to examine their respective effect on environmental degradation. Using the dynamic system-GMM and Lewbel two-stage least squares technique to control endogeneity, our empirical results indicate that the high-level democracy indicators drive CO2 emissions in SSA. We also observed that the high-level democracy indicators moderate GDP per capita to reduce CO2 emissions in SSA. The regional analysis reveals that the high-level democracy indicators spur CO2 emissions in West Africa while reducing CO2 emissions in Southern and Central-Eastern Africa. Further, the high-level democracy indicators moderate GDP per capita to reduce CO2 emissions in West Africa while increasing CO2 emissions in Southern and Central-Eastern Africa. The findings also indicate that the high-level democracy indicators moderate energy consumption to increase CO2 emissions in West Africa and Central-Eastern Africa, not SSA and Southern Africa. These results are robust to using ecological footprint as a broader measure of environmental degradation. The policy implications of these findings for SSA and the sub-regions are discussed.",0,1,1,1,0,Energy Economics,1,1,Elsevier,2022,https://www.sciencedirect.com/science/article/pii/S0140988322001190,"https://scholar.google.com/scholar?cites=4872649243608466889&as_sdt=2005&sciodt=0,5&hl=en",360,NA,NA,NA,NA,NA,NA,NA,NA,84,28,28,3,3,https://v-dem.net/media/publications/Users_Working_Paper_49.pdf,"https://scholar.google.com/scholar?q=related:ycVbsKsgn0MJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
89,paper_1437,0,"CMDV Mendes, SP Junior",The Role of Corruption on Deforestation in Amazon Forest,the role of corruption on deforestation in amazon forest,NA,0,0,0,0,0,NA,1,1,NA,NA,NA,NA,417,CITATION,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,NA,NA,"https://scholar.google.com/scholar?q=related:1vTws9dGScUJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
90,paper_1173,1,S. Baldessari,Rethinking Public Participation in Forest Policies: A Literature Review of Participatory Techniques,rethinking public participation in forest policies: a literature review of participatory techniques,"Recently, the concept of participatory democracy developed in the early 1970s has come back into fashion to revitalize the public involvement in political decision-making processes. Public participation in forest policy has been fully conceptualized by the scientific community in the late 1990s and early 2000s, but in many contexts, the practical application remains unfulfilled. The aim of this study is to identify and analyse the participatory techniques used in the literature to increase knowledge and facilitate its transferability into forest policies and strategies. A literature review was carried out to offer an overview of the participatory techniques adopted in the decision-making process. At the end of the literature review, 24 participatory techniques were identified based on over 2000 publications. Afterwards, the participatory techniques were assessed using seven indicators (degree of participation, type and number of participants, type of selection, time scale, cost, and potential influence on policy). The results showed that the type of actors involved in the participatory technique is a key variable for the complexity and usefulness of the process, while the number of participants influences how information is disseminated. The Correspondence Analysis highlighted that the participatory techniques can be divided into four groups: the first group includes those techniques with a high degree of participation (i.e., collaborate) and a contextual high potential influence on policies (e.g., citizensí juries and wisdom council); the second one includes techniques with a low degree of participation (inform) and influence on policies (e.g., social media, adverting, surveys, and polls); while the third and fourth groups consist of those with a mediumñhigh degree of participation (consult or involve), but a variable type of selection and number of participants, and consequently of time and costs.",0,1,0,1,0,Forests,1,1,NA,2024,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85205047916&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85205047916&origin=inward,24,Review,10.3390/f15091514,1999-4907,https://api.elsevier.com/content/abstract/scopus_id/85205047916,15,9,NA,NA,1,1,1,1,1,NA,NA,scopus
91,paper_19,28,"S Fritz, JC Laso Bayas, L See‚Ä¶",A continental assessment of the drivers of tropical deforestation with a focus on protected areas,a continental assessment of the drivers of tropical deforestation with a focus on protected areas,"Deforestation contributes to global greenhouse gas emissions and must be reduced if the 1.5∞C limit to global warming is to be realized. Protected areas represent one intervention for decreasing forest loss and aiding conservation efforts, yet there is intense human pressure on at least one-third of protected areas globally. There have been numerous studies addressing the extent and identifying drivers of deforestation at the local, regional, and global level. Yet few have focused on drivers of deforestation in protected areas in high thematic detail. Here we use a new crowdsourced data set on drivers of tropical forest loss for the period 2008ñ2019, which has been collected using the Geo-Wiki crowdsourcing application for visual interpretation of very high-resolution imagery by volunteers. Extending on the published data on tree cover and forest loss from the Global Forest Change initiative, we investigate the dominant drivers of deforestation in tropical protected areas situated within 30∞ north and south of the equator. We find the deforestation rate in protected areas to be lower than the continental average for the Latin Americas (3.4% in protected areas compared to 5.4%) and Africa (3.3% compared to 3.9%), but it exceeds that of unprotected land in Asia (8.5% compared to 8.1%). Consistent with findings from foregoing studies, we also find that pastures and other subsistence agriculture are the dominant deforestation driver in the Latin Americas, while forest management, oil palm, shifting cultivation and other subsistence agriculture dominate in Asia, and shifting cultivation and other subsistence agriculture is the main driver in Africa. However, we find contrasting results in relation to the degree of protection, which indicate that the rate of deforestation in Latin America and Africa in strictly protected areas might even exceed that of areas with no strict protection. This crucial finding highlights the need for further studies based on a bottom up crowdsourced, data collection approach, to investigate drivers of deforestation both inside and outside protected areas.",1,0,0,0,0,Frontiers in ‚Ä¶,0,1,frontiersin.org,2022,https://www.frontiersin.org/articles/10.3389/fcosc.2022.830248/full,"https://scholar.google.com/scholar?cites=13696103730831126256&as_sdt=2005&sciodt=0,5&hl=en",79,HTML,10.3389/fcosc.2022.830248,NA,NA,NA,NA,NA,NA,28,9.33,7,4,3,https://www.frontiersin.org/articles/10.3389/fcosc.2022.830248/full,"https://scholar.google.com/scholar?q=related:8G4XM8dVEr4J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
92,paper_235,34,"OP Kuusela, GS Amacher",Changing political regimes and tropical deforestation,changing political regimes and tropical deforestation,"Expansion of agriculture is a main cause of tropical deforestation. Government policies and weak property rights contribute to this process by encouraging landowners and landless to accelerate land clearing. Using panel data common to previous studies, we add the dimension of new political regimes, democratic and non-democratic, and investigate how the rate of agricultural land expansion in tropical countries depends on the nature and persistence of each regime. We find that both new autocratic and democratic regimes have accelerated the expansion of agricultural land, thus yielding support to some of the findings in the earlier literature. Interesting differences emerge between regions, with the impact being most pronounced in Latin America. We interpret these results mainly in the context of increasing tenure and ownership insecurity, which in turn is driven by the tendency of new regimes to implement land reforms as a form of social and economic policy or voter payback. The argument is developed more formally using a simple competitive land use model that incorporates political regime dependent confiscation risk and agricultural subsidy policy.",1,1,1,1,1,Environmental and Resource Economics,1,1,Springer,2016,https://link.springer.com/article/10.1007/s10640-015-9880-6,"https://scholar.google.com/scholar?cites=7137261821127002328&as_sdt=2005&sciodt=0,5&hl=en",5,NA,10.1007/s10640-015-9880-6,NA,NA,NA,NA,NA,NA,34,3.78,17,2,9,NA,"https://scholar.google.com/scholar?q=related:2Ig7vc-lDGMJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
93,paper_487,67,"Arvin, BM; Lew, B",Does democracy affect environmental quality in developing countries?,does democracy affect environmental quality in developing countries?,"This article examines the impact of democracy on environmental conditions in a large sample of developing countries for the period 1976-2003. This relationship is explored empirically using three indicators of environmental quality: carbon dioxide emissions, water pollution and deforestation damage. We find evidence that democracy is conducive to environmental improvement but that this result depends on the measure of the environmental quality that is used. We also find remarkable differences in results across our different sub-samples. The conclusion therefore is that there is no uniform relationship between democracy and the state of the environment.",1,1,1,1,1,APPLIED ECONOMICS,1,1,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2011,http://dx.doi.org/10.1080/00036840802600277,NA,NA,Article,10.1080/00036840802600277,0003-6846,NA,43,9,1151,1160,NA,NA,NA,NA,NA,NA,NA,webofscience
94,paper_199,3,"Harding, R; Prem, M; Ruiz, NA; Vargas, DL","Buying a Blind Eye: Campaign Donations, Regulatory Enforcement, and Deforestation","buying a blind eye: campaign donations, regulatory enforcement, and deforestation","While existing work has demonstrated that campaign donations can buy access to benefits such as favorable legislation and preferential contracting, we highlight another use of campaign contributions: buying reductions in regulatory enforcement. Specifically, we argue that in return for campaign contributions, Colombian mayors who rely on donor-funding (compared with those who do not) choose not to enforce sanctions against illegal deforestation activities. Using a regression discontinuity design, we show that deforestation is significantly higher in municipalities that elect donor-funded as opposed to self-funded politicians. Further analysis shows that only part of this effect can be explained by differences in contracting practices by donor-funded mayors. Instead, evidence of heterogeneity in the effects according to the presence of alternative formal and informal enforcement institutions, and analysis of fire clearance, support the interpretation that campaign contributions buy reductions in the enforcement of environmental regulations.",1,1,1,1,1,AMERICAN POLITICAL SCIENCE REVIEW,1,1,CAMBRIDGE UNIV PRESS,2024,http://dx.doi.org/10.1017/S0003055423000412,NA,NA,Article,10.1017/S0003055423000412,0003-0554,NA,118,2,635,653,NA,NA,NA,NA,NA,NA,NA,webofscience
95,paper_165,45,"A Vargas, AY Lo, N Rohde, M Howes",Background inequality and differential participation in deliberative valuation: Lessons from small-group discussions on forest conservation in Colombia,background inequality and differential participation in deliberative valuation: lessons from small-group discussions on forest conservation in colombia,"Deliberative monetary valuation (DMV) methods have been proposed as a more democratic alternative to traditional contingent valuation methods (CVM) for natural- resource decision making. These deliberative methods are subject to criticisms. One issue of concern is that the socio-economic inequalities among members of the deliberative group may severely impede communication and consequently distort deliberative outcomes. To examine such possibility we applied the deliberative methodology in a case study of forest conservation in Colombia. We found that those individuals who assumed social (environmental) leadership positions tended to dominate group discussion. Nevertheless, the variations in the capacity to engage in group deliberation were better explained by participants' personal characteristics than external constraints or group pressure. Also, there was little evidence that leadership and domination in group deliberation significantly influenced participants' stated WTP. We conclude that DMV is vulnerable to the background inequalities among group members. The democratic potential of deliberative methods should be critically examined in terms of the capacity to communicate effectively and equally.",1,0,0,0,0,Ecological Economics,0,1,Elsevier,2016,https://www.sciencedirect.com/science/article/pii/S0921800915303840,"https://scholar.google.com/scholar?cites=13740860410589407218&as_sdt=2005&sciodt=0,5&hl=en",366,NA,NA,NA,NA,NA,NA,NA,NA,45,5,11,4,9,"https://scholar.google.com/scholar?output=instlink&q=info:8udowb1Xsb4J:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025&scillfp=15166763937549833700&oi=lle","https://scholar.google.com/scholar?q=related:8udowb1Xsb4J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
96,paper_916,0,"Bram, D",Local elections and deforestation in local areas: another challenge for Indonesia in the fight against climate change,local elections and deforestation in local areas: another challenge for indonesia in the fight against climate change,"Climate change is one of the most significant global challenges of our time, which requires the urgent formulation of comprehensive and effective policy responses. A changing climate affects nearly every sector of the worldís economy and is intricately intertwined with other major environmental threats such as population growth, desertification and land degradation, air and water pollution, the loss of biodiversity and deforestation. 1 To date, most of the international attention directed toward combating climate change has been strikingly insufficient and focused primarily on the industrial and energy sector. The agriculture, forestry and other land use sectors have so far been treated as an unwelcome distraction from the needs to reduce industrial and energy related emissions, rather than being considered as an integral part of the climate change problems which need comprehensive solutions. 2
Nowadays, there is no doubt about the importance of forests in the climate change regime. Forests store about 45 per cent of the terrestrial carbon and have the potential to sequester large amounts of additional carbon. 3 Carbon uptake by forests contributes to a ëresidualíof around",1,0,0,0,0,"REGULATING DISASTERS, CLIMATE CHANGE AND ENVIRONMENTAL HARM: LESSONS FROM THE INDONESIAN EXPERIENCE",1,1,EDWARD ELGAR PUBLISHING LTD,2013,NA,NA,NA,Article; Book Chapter,NA,NA,NA,NA,NA,186,206,NA,NA,NA,NA,NA,NA,NA,webofscience
97,paper_930,14,"T Dokken, AAD Putri, DL Kweka",Making REDD work for communities and forest conservation in Tanzania,making redd work for communities and forest conservation in tanzania,"The initiative known as Making REDD Work for Communities and Forest Conservation in Tanzania is implemented by the Tanzania Forest Conservation Group (TFCG) and the Tanzania Community Forest Conservation Network (MJUMITA). Its aim is to demonstrate how emissions from deforestation and forest degradation can be reduced through CFM (TFCG and MJUMITA 2009). While the initiative includes a suite of interventions at the community scale, it makes direct payments to individuals for the environmental services provided through reduced deforestation and forest degradation.",1,0,0,0,0,REDD+ on the ground: A case book of ‚Ä¶,0,1,JSTOR,2014,https://www.jstor.org/stable/pdf/resrep02148.24.pdf,"https://scholar.google.com/scholar?cites=3389898800414948490&as_sdt=2005&sciodt=0,5&hl=en",671,NA,NA,NA,NA,NA,NA,NA,NA,14,1.27,5,3,11,NA,"https://scholar.google.com/scholar?q=related:inxBn_9WCy8J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
